,algorithm,tolerance1,T,x0,xmin,fmin,iterations,time
11921,Nelder-mead,1000000.0,0.01,[-2.34  0.42  4.3  -1.79],[ 0.   -0.03  0.74 -2.34],2664.95,428,0.01909017562866211
11922,Nelder-mead,1000000.0,0.1,[ 0.75  0.26 -4.82 -2.5 ],[ 0.   -0.03  0.66 -1.27],2599.41,420,0.019013643264770508
11923,Nelder-mead,1000000.0,1.0,[ 2.41 -2.82  1.32 -1.49],[ 0.   -0.04  0.93 -4.73],2854.84,468,0.02049732208251953
11924,Nelder-mead,1000000.0,10.0,[-2.82 -0.86  4.37  3.68],[ 0.   -0.02  0.03  7.01],2505.1,393,0.017642736434936523
11925,Nelder-mead,1000000.0,30.0,[0.31 4.73 4.87 4.69],[ 0.   -0.02  0.25  4.07],2455.28,340,0.015317678451538086
11926,Nelder-mead,1000000.0,50.0,[-4.32 -3.27  4.59  1.45],[ 0.   -0.03  0.4   2.06],2474.08,414,0.018835067749023438
11927,Nelder-mead,1000000.0,100.0,[ 1.5   2.55 -0.56  2.38],[ 0.   -0.01 -0.25  9.78],2650.59,447,0.020350933074951172
11928,Newton-CG,1e-05,0.01,[-3.64  2.2   1.17 -4.9 ],[ 0.   -0.02  0.26  3.94],2455.19,7,0.0011982917785644531
11929,Newton-CG,1e-05,0.1,[ 4.89 -3.95 -2.59 -4.2 ],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0008320808410644531
11930,Newton-CG,1e-05,1.0,[-1.2   2.48  4.26  4.1 ],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007975101470947266
11931,Newton-CG,1e-05,10.0,[-1.18  0.91 -1.37  4.89],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0008118152618408203
11932,Newton-CG,1e-05,30.0,[ 4.72 -3.77  4.66 -3.67],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0008280277252197266
11933,Newton-CG,1e-05,50.0,[-0.53 -4.69  0.29 -1.08],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007965564727783203
11934,Newton-CG,1e-05,100.0,[-3.77  3.01 -2.78 -0.61],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0009362697601318359
11935,Newton-CG,0.0001,0.01,[-2.81 -2.77  0.75  4.07],[ 0.   -0.02  0.26  4.02],2455.23,4,0.0006673336029052734
11936,Newton-CG,0.0001,0.1,[-1.16  0.65  1.42 -0.99],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0008022785186767578
11937,Newton-CG,0.0001,1.0,[-0.38  3.94  3.56  3.53],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0009045600891113281
11938,Newton-CG,0.0001,10.0,[-2.68 -4.7   2.02  3.76],[ 0.   -0.02  0.29  3.62],2455.74,4,0.0006375312805175781
11939,Newton-CG,0.0001,30.0,[-0.84  3.22 -1.09  2.6 ],[ 0.   -0.02  0.35  2.71],2463.22,4,0.0006883144378662109
11940,Newton-CG,0.0001,50.0,[-2.73 -2.33 -3.26  0.86],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0008833408355712891
11941,Newton-CG,0.0001,100.0,[-1.67 -4.85 -1.43 -4.26],[ 0.   -0.03  0.87 -4.08],2797.16,4,0.0007381439208984375
11942,Newton-CG,0.001,0.01,[ 0.3  -3.2  -3.53 -3.2 ],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0009169578552246094
11943,Newton-CG,0.001,0.1,[-4.53  1.93 -0.4   3.08],[ 0.   -0.   -0.45  3.08],4453.19,3,0.0004980564117431641
11944,Newton-CG,0.001,1.0,[ 0.47 -0.5   3.45  4.73],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0008230209350585938
11945,Newton-CG,0.001,10.0,[-4.91  0.17 -4.68  0.55],[ 0.    0.13 -4.69  0.55],90932.28,3,0.00048232078552246094
11946,Newton-CG,0.001,30.0,[-0.62 -4.5   4.06 -4.89],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0008106231689453125
11947,Newton-CG,0.001,50.0,[-1.38  0.66  4.2  -3.11],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0009336471557617188
11948,Newton-CG,0.001,100.0,[4.48 2.01 1.34 4.39],[ 0.   -0.05  1.28  4.39],6096.37,3,0.0004665851593017578
11949,Newton-CG,0.01,0.01,[-4.38 -3.86  1.7  -1.78],[ 0.   -0.03  0.7  -1.86],2633.85,4,0.0006425380706787109
11950,Newton-CG,0.01,0.1,[-3.84 -1.73  3.11 -4.39],[ 0.   -0.1   3.16 -4.39],19629.33,3,0.0004875659942626953
11951,Newton-CG,0.01,1.0,[ 3.86  3.97 -1.64  0.98],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0011224746704101562
11952,Newton-CG,0.01,10.0,[2.45 1.31 3.6  0.95],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0008840560913085938
11953,Newton-CG,0.01,30.0,[-3.26  0.82  4.09  3.55],[ 0.   -0.13  4.06  3.55],48917.88,3,0.0005016326904296875
11954,Newton-CG,0.01,50.0,[ 0.71 -1.27 -4.37  2.87],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0008225440979003906
11955,Newton-CG,0.01,100.0,[-2.08 -2.04  4.77  2.58],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0008368492126464844
11956,Newton-CG,0.1,0.01,[-4.74 -4.59 -4.2   1.14],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0009818077087402344
11957,Newton-CG,0.1,0.1,[-3.34  3.41  3.21  2.33],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0008265972137451172
11958,Newton-CG,0.1,1.0,[3.61 1.7  3.92 1.85],[ 0.   -0.13  3.87  1.85],41293.86,3,0.000469207763671875
11959,Newton-CG,0.1,10.0,[-3.68  3.17 -3.78 -0.44],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0008225440979003906
11960,Newton-CG,0.1,30.0,[-0.67  1.55 -1.12  3.19],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0008034706115722656
11961,Newton-CG,0.1,50.0,[ 3.94 -1.59  4.93 -1.89],[ 0.   -0.16  4.98 -1.89],62269.66,3,0.0004639625549316406
11962,Newton-CG,0.1,100.0,[-0.37 -4.1  -3.5  -0.95],[ 0.   -0.02  0.26  3.94],2455.19,4,0.0029592514038085938
11963,Newton-CG,1.0,0.01,[ 0.1   0.95 -0.03 -4.03],[-0.01  0.95 -0.03 -4.03],49710073.89,1,0.00025343894958496094
11964,Newton-CG,1.0,0.1,[ 4.46 -3.65  4.48 -2.85],[ 0.   -0.15  4.58 -2.85],49983.67,2,0.00035953521728515625
11965,Newton-CG,1.0,1.0,[ 3.4  -4.6   2.51 -4.13],[ 0.05 -4.64  2.51 -4.13],1122603501.05,1,0.0002009868621826172
11966,Newton-CG,1.0,10.0,[ 4.3  -4.61 -1.41  0.59],[ 0.   -0.03  0.5   0.74],2509.95,3,0.0005006790161132812
11967,Newton-CG,1.0,30.0,[2.78 4.08 2.8  1.36],[-0.05  4.05  2.8   1.36],927097652.58,1,0.00020051002502441406
11968,Newton-CG,1.0,50.0,[-1.16  1.1  -1.21  1.26],[-0.01  1.11 -1.21  1.26],64115199.5,1,0.00019979476928710938
11969,Newton-CG,1.0,100.0,[ 0.11 -0.79  1.84 -2.89],[ 0.01 -0.79  1.84 -2.89],28547558.2,1,0.00019884109497070312
11970,Newton-CG,10.0,0.01,[4.81 3.95 3.27 2.78],[-0.04  3.9   3.27  2.78],867413930.85,1,0.00020051002502441406
11971,Newton-CG,10.0,0.1,[ 1.43 -0.47 -4.05  2.28],[ 0.01 -0.49 -4.05  2.28],19294046.41,1,0.0002033710479736328
11972,Newton-CG,10.0,1.0,[ 3.2  -0.    1.19  1.47],[ 0.   -0.04  1.19  1.47],9645.73,1,0.000202178955078125
11973,Newton-CG,10.0,10.0,[-2.25  4.13  2.16 -4.53],[-0.05  4.15  2.16 -4.53],964515240.79,1,0.0001990795135498047
11974,Newton-CG,10.0,30.0,[-0.97 -4.17 -4.16 -0.85],[ 0.05 -4.16 -4.16 -0.85],985106472.95,1,0.00020074844360351562
11975,Newton-CG,10.0,50.0,[-2.68 -2.2   4.37 -3.43],[ 0.03 -2.17  4.37 -3.43],221915571.31,1,0.00019979476928710938
11976,Newton-CG,10.0,100.0,[ 1.36  3.35 -1.62 -0.37],[-0.04  3.33 -1.62 -0.37],586738818.85,1,0.0001983642578125
11977,Newton-CG,100.0,0.01,[ 3.22 -2.77 -0.87 -0.47],[ 0.03 -2.81 -0.87 -0.47],430705638.38,1,0.0001983642578125
11978,Newton-CG,100.0,0.1,[ 3.67 -1.63  4.66  2.63],[ 0.02 -1.67  4.66  2.63],125094799.48,1,0.00020265579223632812
11979,Newton-CG,100.0,1.0,[ 2.17 -1.54  3.26 -2.52],[ 0.02 -1.57  3.26 -2.52],115114526.53,1,0.0002014636993408203
11980,Newton-CG,100.0,10.0,[ 4.86 -0.32  0.58  0.61],[ 0.01 -0.37  0.58  0.61],6322413.32,1,0.000202178955078125
11981,Newton-CG,100.0,30.0,[ 2.11  2.05 -1.15  2.74],[-0.02  2.02 -1.15  2.74],217040758.11,1,0.00019979476928710938
11982,Newton-CG,100.0,50.0,[-4.37 -4.87 -3.88 -0.94],[ 0.06 -4.82 -3.88 -0.94],1308111674.57,1,0.00020122528076171875
11983,Newton-CG,100.0,100.0,[-4.92 -3.08  0.41 -4.88],[ 0.04 -3.03  0.41 -4.88],488301585.65,1,0.0002002716064453125
11984,Newton-CG,1000.0,0.01,[ 2.15 -0.7  -4.87  2.01],[ 0.01 -0.73 -4.87  2.01],39646391.79,1,0.00020074844360351562
11985,Newton-CG,1000.0,0.1,[-1.11  1.53 -2.52 -0.91],[-0.02  1.54 -2.52 -0.91],117655869.98,1,0.0002105236053466797
11986,Newton-CG,1000.0,1.0,[ 2.53  3.54  4.1  -4.23],[-0.04  3.51  4.09 -4.23],716698856.12,1,0.0002028942108154297
11987,Newton-CG,1000.0,10.0,[ 2.71  0.9  -2.3  -1.62],[-0.01  0.87 -2.3  -1.62],35425675.76,1,0.0002028942108154297
11988,Newton-CG,1000.0,30.0,[ 4.82 -0.55 -4.38  4.16],[ 0.01 -0.61 -4.38  4.16],28217065.85,1,0.0002028942108154297
11989,Newton-CG,1000.0,50.0,[-1.58  4.7   2.19  3.7 ],[-0.05  4.72  2.19  3.7 ],1243364766.54,1,0.00020051002502441406
11990,Newton-CG,1000.0,100.0,[-3.35  1.32 -1.98  0.2 ],[-0.01  1.36 -1.97  0.2 ],93120205.68,1,0.00020194053649902344
11991,Newton-CG,10000.0,0.01,[-3.87 -4.04 -3.41 -3.58],[ 0.05 -3.99 -3.41 -3.58],902030073.15,1,0.00020122528076171875
11992,Newton-CG,10000.0,0.1,[ 1.41 -4.68 -2.99 -1.96],[ 0.06 -4.7  -2.99 -1.96],1232355979.61,1,0.0002009868621826172
11993,Newton-CG,10000.0,1.0,[-4.65 -2.91  4.2  -3.26],[ 0.03 -2.85  4.2  -3.26],399847646.42,1,0.0002009868621826172
11994,Newton-CG,10000.0,10.0,[ 3.7   0.77 -0.27 -2.08],[-0.01  0.73 -0.27 -2.08],29052509.06,1,0.0002028942108154297
11995,Newton-CG,10000.0,30.0,[-2.62 -3.72  1.1  -1.46],[ 0.04 -3.69  1.1  -1.46],717281543.12,1,0.0002086162567138672
11996,Newton-CG,10000.0,50.0,[ 0.84  2.26  0.26 -0.15],[-0.03  2.25  0.26 -0.15],277697883.11,1,0.0002040863037109375
11997,Newton-CG,10000.0,100.0,[-3.58  0.93 -1.04 -2.53],[-0.01  0.97 -1.04 -2.53],48382400.11,1,0.000202178955078125
11998,Newton-CG,100000.0,0.01,[ 0.28 -2.49 -2.14 -2.44],[ 0.03 -2.49 -2.14 -2.44],350603082.58,1,0.0002319812774658203
11999,Newton-CG,100000.0,0.1,[ 1.9   2.96  4.39 -1.35],[-0.03  2.94  4.39 -1.35],513311074.02,1,0.00024366378784179688
12000,Newton-CG,100000.0,1.0,[-2.57  3.26 -4.49  3.74],[-0.04  3.29 -4.49  3.74],544246181.9,1,0.0002357959747314453
12001,Newton-CG,100000.0,10.0,[-3.36 -2.25  2.75  1.97],[ 0.03 -2.21  2.76  1.97],242581350.27,1,0.0002224445343017578
12002,Newton-CG,100000.0,30.0,[ 2.64 -2.23 -0.94 -2.12],[ 0.03 -2.26 -0.94 -2.12],279781907.16,1,0.00022983551025390625
12003,Newton-CG,100000.0,50.0,[-1.35 -4.81 -1.54 -3.13],[ 0.06 -4.8  -1.54 -3.13],1261016783.72,1,0.00021457672119140625
12004,Newton-CG,100000.0,100.0,[-2.48  0.15  0.28 -2.83],[-0.    0.18  0.28 -2.83],2193771.0,1,0.00021576881408691406
12005,Newton-CG,1000000.0,0.01,[ 0.89 -3.24  2.72  0.26],[ 0.04 -3.25  2.72  0.26],537185966.81,1,0.0002155303955078125
12006,Newton-CG,1000000.0,0.1,[-4.37 -1.72 -3.44 -0.22],[ 0.02 -1.67 -3.44 -0.22],167277238.7,1,0.0002110004425048828
12007,Newton-CG,1000000.0,1.0,[ 4.94  2.26 -0.31  2.31],[-0.02  2.2  -0.32  2.31],263607863.95,1,0.00020051002502441406
12008,Newton-CG,1000000.0,10.0,[-1.85 -3.48  0.96 -3.29],[ 0.04 -3.46  0.96 -3.29],630883989.35,1,0.00021505355834960938
12009,Newton-CG,1000000.0,30.0,[ 4.   -4.65 -3.54  0.47],[ 0.06 -4.7  -3.54  0.47],1238654709.7,1,0.00020194053649902344
12010,Newton-CG,1000000.0,50.0,[-2.33  4.65  0.44  0.49],[-0.05  4.67  0.44  0.49],1192242893.41,1,0.00023436546325683594
12011,Newton-CG,1000000.0,100.0,[ 1.24  1.78  3.42 -0.2 ],[-0.02  1.76  3.42 -0.2 ],190045313.29,1,0.0002224445343017578
12012,trust-ncg,1e-05,0.01,[-0.01  1.86 -4.64  4.83],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0017421245574951172
12013,trust-ncg,1e-05,0.1,[ 2.62  3.09 -3.65 -0.12],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0014903545379638672
12014,trust-ncg,1e-05,1.0,[-1.83  3.98 -3.58 -1.92],[ 0.   -0.02  0.26  3.94],2455.19,10,0.001516103744506836
12015,trust-ncg,1e-05,10.0,[ 2.7   3.74  2.99 -3.47],[ 0.   -0.02  0.26  3.94],2455.19,41,0.0034461021423339844
12016,trust-ncg,1e-05,30.0,[ 0.5   1.71  1.37 -2.38],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0021562576293945312
12017,trust-ncg,1e-05,50.0,[ 4.15 -2.53 -3.7   2.19],[ 0.   -0.02  0.26  3.94],2455.19,43,0.003983974456787109
12018,trust-ncg,1e-05,100.0,[-0.96 -2.22  3.78 -2.4 ],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0021009445190429688
12019,trust-ncg,0.0001,0.01,[-3.42 -2.09 -4.43 -2.03],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0014824867248535156
12020,trust-ncg,0.0001,0.1,[-2.67 -3.15  2.03 -3.79],[ 0.   -0.02  0.26  3.94],2455.19,42,0.0037679672241210938
12021,trust-ncg,0.0001,1.0,[ 3.17  2.03 -3.27 -1.31],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0015175342559814453
12022,trust-ncg,0.0001,10.0,[-0.13 -3.37  3.29 -4.11],[ 0.   -0.02  0.26  3.94],2455.19,13,0.0018513202667236328
12023,trust-ncg,0.0001,30.0,[-1.48 -1.91 -3.89 -0.65],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0015375614166259766
12024,trust-ncg,0.0001,50.0,[ 2.8  -1.09 -4.56  0.93],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011827945709228516
12025,trust-ncg,0.0001,100.0,[ 4.71 -4.02 -2.73  1.11],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011556148529052734
12026,trust-ncg,0.001,0.01,[0.35 2.13 3.16 1.23],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012078285217285156
12027,trust-ncg,0.001,0.1,[-1.25  0.02  0.82  0.51],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012867450714111328
12028,trust-ncg,0.001,1.0,[-2.8  -0.74 -4.83  2.64],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0015079975128173828
12029,trust-ncg,0.001,10.0,[ 1.04 -1.67  1.34 -0.39],[ 0.   -0.02  0.26  3.94],2455.19,9,0.001394033432006836
12030,trust-ncg,0.001,30.0,[-3.3  -2.82  3.73  0.45],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0009775161743164062
12031,trust-ncg,0.001,50.0,[ 2.16  3.82 -0.19 -2.58],[ 0.   -0.02  0.26  3.94],2455.19,39,0.003106355667114258
12032,trust-ncg,0.001,100.0,[ 1.74  2.49 -4.75 -1.32],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0014164447784423828
12033,trust-ncg,0.01,0.01,[-1.58  2.95 -2.95  0.99],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011343955993652344
12034,trust-ncg,0.01,0.1,[ 2.73 -3.7   2.76 -4.69],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0017697811126708984
12035,trust-ncg,0.01,1.0,[-2.35  3.09 -2.93  4.06],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011043548583984375
12036,trust-ncg,0.01,10.0,[ 0.71  3.9  -2.39 -2.81],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0013446807861328125
12037,trust-ncg,0.01,30.0,[ 1.13  0.92  0.76 -1.4 ],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0012221336364746094
12038,trust-ncg,0.01,50.0,[-1.48  2.24  4.3   1.35],[ 0.   -0.02  0.26  3.94],2455.19,8,0.001140594482421875
12039,trust-ncg,0.01,100.0,[ 4.05 -4.9   0.67 -2.3 ],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011522769927978516
12040,trust-ncg,0.1,0.01,[-4.64 -2.17  4.53 -1.76],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0013744831085205078
12041,trust-ncg,0.1,0.1,[ 1.8  -2.3   0.65  4.18],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011065006256103516
12042,trust-ncg,0.1,1.0,[-1.21 -1.28  0.12 -3.43],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0014832019805908203
12043,trust-ncg,0.1,10.0,[-3.37  0.58 -0.75 -3.72],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012917518615722656
12044,trust-ncg,0.1,30.0,[ 3.39 -2.36  3.89  3.59],[ 0.   -0.02  0.26  3.94],2455.19,7,0.000982522964477539
12045,trust-ncg,0.1,50.0,[ 2.4   2.92  4.56 -0.54],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0014939308166503906
12046,trust-ncg,0.1,100.0,[ 0.9  -0.46 -4.47 -4.65],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0016405582427978516
12047,trust-ncg,1.0,0.01,[-2.49 -3.41  2.17  4.54],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0010895729064941406
12048,trust-ncg,1.0,0.1,[ 4.41 -0.24 -2.69 -4.05],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0014030933380126953
12049,trust-ncg,1.0,1.0,[4.31 4.38 0.19 2.75],[ 0.   -0.02  0.26  3.94],2455.19,8,0.001093149185180664
12050,trust-ncg,1.0,10.0,[ 3.23 -0.02  4.8  -4.89],[ 0.   -0.02  0.26  3.94],2455.19,10,0.001293182373046875
12051,trust-ncg,1.0,30.0,[-3.49  3.61  4.68  1.88],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012123584747314453
12052,trust-ncg,1.0,50.0,[ 2.93 -4.11  4.31  4.62],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0011830329895019531
12053,trust-ncg,1.0,100.0,[ 1.6  -4.51  4.39 -3.53],[ 0.   -0.02  0.26  3.94],2455.19,11,0.001478433609008789
12054,trust-ncg,10.0,0.01,[-1.68 -1.46 -0.23 -1.35],[ 0.   -0.02  0.26  3.94],2455.19,8,0.001239776611328125
12055,trust-ncg,10.0,0.1,[ 4.26 -3.99 -2.93 -1.01],[ 0.   -0.02  0.26  3.94],2455.19,8,0.00113677978515625
12056,trust-ncg,10.0,1.0,[-3.49 -4.62 -2.77 -0.12],[ 0.   -0.02  0.26  3.94],2455.19,9,0.001233816146850586
12057,trust-ncg,10.0,10.0,[-2.17 -4.76 -0.18 -1.96],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0013637542724609375
12058,trust-ncg,10.0,30.0,[ 0.33 -0.06  1.44 -3.37],[ 0.   -0.02  0.29  3.58],2455.92,11,0.0015001296997070312
12059,trust-ncg,10.0,50.0,[-2.69 -1.29 -3.52 -4.87],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0016129016876220703
12060,trust-ncg,10.0,100.0,[-0.89  1.26 -3.24  2.44],[ 0.   -0.02  0.26  3.94],2455.19,9,0.001218557357788086
12061,trust-ncg,100.0,0.01,[-2.03 -0.21  2.05 -3.76],[ 0.   -0.03  0.85 -3.84],2777.21,5,0.0006630420684814453
12062,trust-ncg,100.0,0.1,[4.15 0.55 3.07 3.77],[ 0.   -0.02  0.29  3.56],2455.97,5,0.0006926059722900391
12063,trust-ncg,100.0,1.0,[-3.76  0.57 -1.74  0.2 ],[ 0.   -0.03  0.53  0.37],2522.9,5,0.0007171630859375
12064,trust-ncg,100.0,10.0,[ 1.64 -3.9  -4.86  0.55],[ 0.   -0.03  0.49  0.95],2502.68,9,0.0011050701141357422
12065,trust-ncg,100.0,30.0,[-3.6  -2.9  -3.81  3.7 ],[ 0.   -0.02  0.26  4.  ],2455.21,5,0.0006926059722900391
12066,trust-ncg,100.0,50.0,[ 1.77 -0.5   1.47  1.92],[ 0.   -0.03  0.42  1.85],2478.58,4,0.0006124973297119141
12067,trust-ncg,100.0,100.0,[-1.37 -3.29  4.94 -4.5 ],[ 0.   -0.04  0.92 -4.78],2859.4,9,0.001104593276977539
12068,trust-ncg,1000.0,0.01,[ 5.    0.71 -1.94 -2.06],[ 0.   -0.03  0.7  -1.85],2633.63,6,0.0007636547088623047
12069,trust-ncg,1000.0,0.1,[-3.79  4.66  4.29 -1.51],[ 0.   -0.03  0.69 -1.76],2628.06,7,0.0009257793426513672
12070,trust-ncg,1000.0,1.0,[-4.13 -4.97 -0.51 -1.09],[ 0.   -0.03  0.64 -1.  ],2585.23,7,0.0008990764617919922
12071,trust-ncg,1000.0,10.0,[ 2.75  0.81 -2.38  4.34],[ 0.   -0.02  0.22  4.54],2457.07,8,0.0010123252868652344
12072,trust-ncg,1000.0,30.0,[ 3.46 -4.72  1.26 -0.54],[ 0.   -0.03  0.6  -0.59],2564.56,7,0.0009050369262695312
12073,trust-ncg,1000.0,50.0,[ 3.57 -4.91 -4.2   2.11],[ 0.   -0.03  0.37  2.45],2467.1,7,0.0009024143218994141
12074,trust-ncg,1000.0,100.0,[ 3.21  1.69 -4.4  -0.36],[ 0.   -0.03  0.56  0.03],2536.54,8,0.001092672348022461
12075,trust-ncg,10000.0,0.01,[ 3.42 -4.39 -4.66  2.88],[ 0.   -0.02  0.31  3.25],2457.75,7,0.0009107589721679688
12076,trust-ncg,10000.0,0.1,[ 0.64 -1.89  1.32  3.04],[ 0.   -0.06  1.37  3.04],6021.17,4,0.0005464553833007812
12077,trust-ncg,10000.0,1.0,[ 0.28 -4.82  1.55  0.47],[ 0.   -0.06  1.69  0.48],6956.98,6,0.0007760524749755859
12078,trust-ncg,10000.0,10.0,[-4.59  4.23  2.94  1.97],[ 0.   -0.03  0.42  1.79],2479.83,7,0.0009264945983886719
12079,trust-ncg,10000.0,30.0,[-2.15  1.07 -3.26 -4.02],[ 0.   -0.03  0.84 -3.69],2764.51,7,0.0009310245513916016
12080,trust-ncg,10000.0,50.0,[-3.66 -1.34 -4.34  2.35],[ 0.   -0.01 -0.31  2.66],3908.5,7,0.0009012222290039062
12081,trust-ncg,10000.0,100.0,[ 1.98 -3.81  1.77  0.77],[ 0.   -0.07  1.88  0.78],8707.52,5,0.0006709098815917969
12082,trust-ncg,100000.0,0.01,[-4.31  0.68 -4.01  1.27],[ 0.    0.11 -4.03  1.27],68396.64,5,0.0006413459777832031
12083,trust-ncg,100000.0,0.1,[-0.03 -1.61 -3.63  4.96],[ 0.    0.09 -3.58  4.96],48764.82,4,0.000568389892578125
12084,trust-ncg,100000.0,1.0,[-0.15  4.98 -0.93  4.43],[ 0.    0.02 -1.08  4.43],8008.82,6,0.001190185546875
12085,trust-ncg,100000.0,10.0,[ 1.03 -0.9   3.65 -2.87],[ 0.   -0.12  3.67 -2.87],30006.58,3,0.0006759166717529297
12086,trust-ncg,100000.0,30.0,[-2.59 -4.6  -0.33 -1.63],[ 0.   -0.01 -0.2  -1.62],5148.24,5,0.0010306835174560547
12087,trust-ncg,100000.0,50.0,[1.52 3.35 0.82 2.44],[ 0.   -0.04  0.72  2.43],2856.65,5,0.0008170604705810547
12088,trust-ncg,100000.0,100.0,[ 2.4   2.57 -4.95 -0.63],[-0.    0.14 -5.02 -0.63],106027.61,5,0.0008842945098876953
12089,trust-ncg,1000000.0,0.01,[ 0.64  4.62  1.85 -1.33],[ 0.   -0.06  1.72 -1.33],6247.52,4,0.0005984306335449219
12090,trust-ncg,1000000.0,0.1,[ 1.74 -2.47  3.59 -4.62],[ 0.   -0.12  3.66 -4.62],27548.14,5,0.0006601810455322266
12091,trust-ncg,1000000.0,1.0,[-0.89 -4.66 -3.24 -4.01],[ 0.    0.08 -3.1  -4.01],53945.09,4,0.0005855560302734375
12092,trust-ncg,1000000.0,10.0,[-1.99 -0.21  0.08  2.2 ],[ 0.   -0.02  0.09  2.2 ],2772.77,4,0.0005197525024414062
12093,trust-ncg,1000000.0,30.0,[ 1.44  1.26 -3.58 -2.04],[ 0.    0.1  -3.61 -2.05],63646.52,3,0.00046706199645996094
12094,trust-ncg,1000000.0,50.0,[-2.69  1.03 -1.72 -1.49],[ 0.    0.04 -1.75 -1.49],21749.25,3,0.0004558563232421875
12095,trust-ncg,1000000.0,100.0,[-3.58  3.82  4.08  3.55],[ 0.   -0.13  3.97  3.55],46514.57,4,0.0005679130554199219
12096,Nelder-mead,1e-05,0.01,[-1.08  2.43  4.65 -4.04],[ 0.   -0.04  1.21 -8.34],3258.06,469,0.02274632453918457
12097,Nelder-mead,1e-05,0.1,[-4.76  2.5   0.53 -1.29],[ 0.   -0.03  0.51  1.15],2500.29,469,0.02199268341064453
12098,Nelder-mead,1e-05,1.0,[ 1.46  3.74  3.47 -0.14],[ 0.   -0.03  0.56  0.05],2535.64,435,0.02039957046508789
12099,Nelder-mead,1e-05,10.0,[ 1.93  2.08  0.66 -1.86],[ 0.   -0.04  0.87 -3.87],2780.96,437,0.021331787109375
12100,Nelder-mead,1e-05,30.0,[-0.09  1.37  1.47  4.63],[ 0.   -0.02  0.09  5.13],2484.23,473,0.022016286849975586
12101,Nelder-mead,1e-05,50.0,[ 1.66  3.3  -0.46 -2.03],[ 0.   -0.03  0.56  0.1 ],2533.98,462,0.02157735824584961
12102,Nelder-mead,1e-05,100.0,[-1.92 -4.83 -4.12  2.55],[ 0.   -0.02  0.2   4.82],2459.29,404,0.01939082145690918
12103,Nelder-mead,0.0001,0.01,[ 1.02 -4.12  3.2  -0.49],[ 0.   -0.02  0.36  2.68],2463.67,398,0.018135547637939453
12104,Nelder-mead,0.0001,0.1,[-1.09  3.99  3.83 -4.33],[  0.    -0.06   1.84 -15.28],4469.09,469,0.02112579345703125
12105,Nelder-mead,0.0001,1.0,[ 0.73  1.36  0.55 -2.51],[ 0.   -0.03  0.82 -2.99],2713.77,382,0.018384933471679688
